Query Acc.ver,Subject Acc.ver,Per. identity,Alignment Length,Mismatches,Gap Opens,Q. start,Q. end,S. start,S. end,E value,Bit Score
gene2257,CP054425.1,100,3000,0,0,1,3000,2549566,2546567,0,5541
gene2258,CP054425.1,100,798,0,0,1,798,2550497,2549700,0,1474
gene2259,CP054425.1,100,696,0,0,1,696,2551273,2550578,0,1286
gene2260,CP054425.1,100,162,0,0,1,162,40275,40436,8.02E-77,300
gene2261,CP054425.1,100,1287,0,0,1,1287,39613,38327,0,2377
gene2262,CP054425.1,100,1911,0,0,1,1911,36300,38210,0,3530
gene2263,CP054425.1,100,567,0,0,1,567,35565,36131,0,1048
gene2264,CP054425.1,100,630,0,0,1,630,35308,34679,0,1164
gene2265,CP054425.1,100,114,0,0,1,114,34462,34575,2.40E-50,211
gene2266,CP054425.1,100,147,0,0,1,147,34342,34196,1.54E-68,272
gene2267,CP054425.1,100,678,0,0,1,678,34152,33475,0,1253
gene2268,CP054425.1,100,1143,0,0,1,1143,32148,33290,0,2111
gene2269,CP054425.1,100,1344,0,0,1,1344,31918,30575,0,2483
gene2270,CP054425.1,100,480,0,0,1,480,30412,29933,0,887
gene2271,CP054425.1,100,1314,0,0,1,1314,29698,28385,0,2427
gene2272,CP054425.1,100,120,0,0,1,120,28197,28078,1.19E-53,222
gene2273,CP054425.1,100,807,0,0,1,807,27261,28067,0,1491
gene2274,CP054425.1,100,1287,0,0,1,1287,27015,25729,0,2377
gene2275,CP054425.1,100,219,0,0,1,219,25732,25514,2.38E-108,405
gene2276,CP054425.1,100,720,0,0,1,720,25440,24721,0,1330
gene2277,CP054425.1,100,870,0,0,1,870,24733,23864,0,1607
gene2278,CP054425.1,100,939,0,0,1,939,23700,22762,0,1735
gene2279,CP054425.1,100,765,0,0,1,765,22685,21921,0,1413
gene2280,CP054425.1,100,804,0,0,1,804,21924,21121,0,1485
gene2281,CP054425.1,100,777,0,0,1,777,21121,20345,0,1435
gene2282,CP054425.1,100,1263,0,0,1,1263,20332,19070,0,2333
gene2285,CP054425.1,100,114,0,0,1,114,17517,17404,2.40E-50,211
gene2286,CP054425.1,100,504,0,0,1,504,16479,16982,0,931
gene2287,CP054425.1,100,429,0,0,1,429,816161,816589,0,793
gene2288,CP054425.1,100,201,0,0,1,201,815376,815576,2.19E-98,372
gene2289,CP054425.1,100,114,0,0,1,114,814174,814287,2.40E-50,211
gene2290,CP054425.1,100,291,0,0,1,291,813779,814069,3.13E-148,538
gene2291,CP054425.1,100,1032,0,0,1,1032,812581,813612,0,1906
gene2292,CP054425.1,100,633,0,0,1,633,811952,812584,0,1170
gene2293,CP054425.1,100,156,0,0,1,156,811901,811746,1.65E-73,289
gene2294,CP054425.1,100,624,0,0,1,624,810984,811607,0,1153
gene2295,CP054425.1,100,156,0,0,1,156,810829,810984,1.65E-73,289
gene2296,CP054425.1,100,1407,0,0,1,1407,809426,810832,0,2599
gene2297,CP054425.1,100,168,0,0,1,168,808965,808798,3.88E-80,311
gene2298,CP054425.1,100,144,0,0,1,144,808604,808747,6.98E-67,267
gene2299,CP054425.1,100,456,0,0,1,456,808159,808614,0,843
gene2300,CP054425.1,100,2334,0,0,1,2334,805500,807833,0,4311
gene2301,CP054425.1,100,765,0,0,1,765,804710,805474,0,1413
gene2302,CP054425.1,100,783,0,0,1,783,803842,804624,0,1447
gene2303,CP054425.1,100,672,0,0,1,672,803021,803692,0,1242
gene2304,CP054425.1,100,909,0,0,1,909,801970,802878,0,1679
gene2305,CP054425.1,100,1536,0,0,1,1536,800322,801857,0,2837
gene2306,CP054425.1,100,1035,0,0,1,1035,799589,798555,0,1912
gene2307,CP054425.1,100,1467,0,0,1,1467,798388,796922,0,2710
gene2308,CP054425.1,100,192,0,0,1,192,796765,796956,2.08E-93,355
gene2309,CP054425.1,100,669,0,0,1,669,796814,796146,0,1236
gene2310,CP054425.1,100,483,0,0,1,483,796047,795565,0,893
gene2311,CP054425.1,99.752,807,2,0,1,807,795568,794762,0,1480
gene2312,CP054425.1,100,198,0,0,1,198,2366451,2366254,1.00E-96,366
gene2313,CP054425.1,100,129,0,0,1,129,2366576,2366448,1.31E-58,239
gene2314,CP054425.1,100,3006,0,0,1,3006,2366547,2369552,0,5552
gene2315,CP054425.1,100,2349,0,0,1,2349,2372077,2369729,0,4338
gene2316,CP054425.1,100,1437,0,0,1,1437,2373545,2372109,0,2654
gene2317,CP054425.1,100,438,0,0,1,438,2374004,2373567,0,809
gene2318,CP054425.1,100,897,0,0,1,897,2374937,2374041,0,1657
gene2319,CP054425.1,100,792,0,0,1,792,2375872,2375081,0,1463
gene2320,CP054425.1,100,1278,0,0,1,1278,2377169,2375892,0,2361
gene2321,CP054425.1,100,660,0,0,1,660,2377979,2377320,0,1219
gene2322,CP054425.1,100,873,0,0,1,873,2378992,2378120,0,1613
gene2323,CP054425.1,100,915,0,0,1,915,2380015,2379101,0,1690
gene2324,CP054425.1,100,186,0,0,1,186,2379971,2380156,4.34E-90,344
gene2325,CP054425.1,100,264,0,0,1,264,2380404,2380141,2.86E-133,488
gene2326,CP054425.1,100,480,0,0,1,480,2403959,2404438,0,887
gene2327,CP054425.1,100,642,0,0,1,642,2403314,2403955,0,1186
gene2328,CP054425.1,100,1701,0,0,1,1701,2403046,2401346,0,3142
gene2329,CP054425.1,100,132,0,0,1,132,2400923,2401054,2.91E-60,244
gene2330,CP054425.1,100,285,0,0,1,285,2400924,2400640,6.62E-145,527
gene2331,CP054425.1,100,1201,0,0,1,1201,2400647,2399447,0,2218
gene2332,CP054425.1,100,519,0,0,1,519,2398799,2399317,0,959
gene2333,CP054425.1,100,1125,0,0,1,1125,2398567,2397443,0,2078
gene2334,CP054425.1,100,948,0,0,1,948,2397441,2396494,0,1751
gene2335,CP054425.1,100,789,0,0,1,789,2396467,2395679,0,1458
gene2336,CP054425.1,100,300,0,0,1,300,2395390,2395689,3.22E-153,555
gene2337,CP054425.1,100,1008,0,0,1,1008,2395383,2394376,0,1862
gene2338,CP054425.1,100,1275,0,0,1,1275,2394236,2392962,0,2355
gene2339,CP054425.1,100,726,0,0,1,726,2392913,2392188,0,1341
gene2340,CP054425.1,100,1857,0,0,1,1857,2391992,2390136,0,3430
gene2341,CP054425.1,100,780,0,0,1,780,2416842,2416063,0,1441
gene2342,CP054425.1,100,801,0,0,1,801,2415939,2415139,0,1480
gene2343,CP054425.1,100,2688,0,0,1,2688,2414021,2411334,0,4964
gene2344,CP054425.1,100,996,0,0,1,996,2411301,2410306,0,1840
gene2345,CP054425.1,100,1050,0,0,1,1050,2410190,2409141,0,1940
gene2346,CP054425.1,100,861,0,0,1,861,2408807,2407947,0,1591
gene2347,CP054425.1,100,888,0,0,1,888,2407950,2407063,0,1640
gene2348,CP054425.1,100,1380,0,0,1,1380,2406878,2405499,0,2549
gene2349,CP054425.1,100,132,0,0,1,132,2405261,2405392,2.91E-60,244
gene2350,CP054425.1,100,1293,0,0,1,1293,2420708,2419416,0,2388
gene2351,CP054425.1,100,825,0,0,1,825,2421540,2420716,0,1524
gene2352,CP054425.1,100,1002,0,0,1,1002,2422534,2421533,0,1851
gene2353,CP054425.1,100,1371,0,0,1,1371,2423901,2422531,0,2532
gene2354,CP054425.1,100,894,0,0,1,894,2425186,2424293,0,1652
gene2355,CP054425.1,100,840,0,0,1,840,2426485,2425646,0,1552
gene2356,CP054425.1,100,1686,0,0,1,1686,2428229,2426544,0,3114
gene2357,CP054425.1,100,696,0,0,1,696,2428964,2428269,0,1286
gene2358,CP054425.1,100,699,0,0,1,699,2428974,2429672,0,1291
gene2359,CP054425.1,100,501,0,0,1,501,509067,508567,0,926
gene2360,CP054425.1,100,1092,0,0,1,1092,510201,509110,0,2017
gene2361,CP054425.1,100,705,0,0,1,705,510952,510248,0,1303
gene2362,CP054425.1,100,537,0,0,1,537,511524,510988,0,992
gene2363,CP054425.1,100,162,0,0,1,162,511570,511731,8.02E-77,300
gene2364,CP054425.1,100,459,0,0,1,459,512165,512623,0,848
gene2365,CP054425.1,100,225,0,0,1,225,512904,513128,1.14E-111,416
gene2366,CP054425.1,100,453,0,0,1,453,1410340,1409888,0,837
gene2367,CP054425.1,100,201,0,0,1,201,1410394,1410594,2.19E-98,372
gene2368,CP054425.1,100,618,0,0,1,618,1411243,1410626,0,1142
gene2369,CP054425.1,100,255,0,0,1,255,1411849,1411595,2.77E-128,472
gene2370,CP054425.1,100,642,0,0,1,642,1412595,1413236,0,1186
gene2371,CP054425.1,100,1185,0,0,1,1185,2383052,2381868,0,2189
gene2372,CP054425.1,100,915,0,0,1,915,2384132,2383218,0,1690
gene2373,CP054425.1,99.827,579,1,0,1,579,2384934,2384356,0,1064
gene2374,CP054425.1,100,285,0,0,1,285,1041224,1040940,6.62E-145,527
gene2375,CP054425.1,100,156,0,0,1,156,1041376,1041221,1.65E-73,289
gene2376,CP054425.1,100,300,0,0,1,300,1041860,1041561,3.22E-153,555
gene2377,CP054425.1,100,435,0,0,1,435,1042070,1042504,0,804
gene2378,CP054425.1,100,1176,0,0,1,1176,1043639,1042464,0,2172
gene2379,CP054425.1,100,351,0,0,1,351,1408801,1409151,0,649
gene2380,CP054425.1,100,1752,0,0,1,1752,1407025,1408776,0,3236
gene2381,CP054425.1,100,129,0,0,1,129,986312,986440,1.31E-58,239
gene2383,CP054425.1,100,1194,0,0,1,1194,279447,280640,0,2206
gene2385,CP054425.1,100,1641,0,0,1,1641,517551,515911,0,3031
gene2386,CP054425.1,100,1230,0,0,1,1230,505981,507210,0,2272
gene2387,CP054425.1,100,1464,0,0,1,1464,2060123,2058660,0,2704
gene2388,CP054425.1,100,801,0,0,1,801,504026,503226,0,1480
gene2389,CP054425.1,100,246,0,0,1,246,15502,15257,2.67E-123,455
gene2390,CP054425.1,100,480,0,0,1,480,2405113,2404634,0,887
gene2391,CP054425.1,100,318,0,0,1,318,816899,817216,3.39E-163,588
